,date,l_ipn,r_asn,f,category
20065,2006-09-26,9,12182,10,1
20066,2006-09-26,9,13756,18,1
20067,2006-09-26,9,14780,10,1
20068,2006-09-26,9,14904,1,0
20069,2006-09-26,9,15169,879,1
20070,2006-09-26,9,15270,2,0
20071,2006-09-26,9,19296,4,0
20105,2006-09-27,0,11305,1,0
20106,2006-09-27,0,11351,1,0
20107,2006-09-27,0,11921,1,0
20108,2006-09-27,0,12322,1,0
20109,2006-09-27,0,13074,1,0
20110,2006-09-27,0,13184,1,0
20111,2006-09-27,0,13432,1,0
20112,2006-09-27,0,13462,24,1
20113,2006-09-27,0,13867,2,0
20114,2006-09-27,0,14501,1,0
20115,2006-09-27,0,14780,1,0
20116,2006-09-27,0,15318,4,0
20117,2006-09-27,0,15395,1,0
20118,2006-09-27,0,17621,1,0
20119,2006-09-27,0,19742,2,0
20145,2006-09-27,2,11414,19,1
20146,2006-09-27,2,19918,590,1
20159,2006-09-27,3,17464,9,0
20169,2006-09-27,4,13749,1,0
20170,2006-09-27,4,14778,4,0
20171,2006-09-27,4,15318,1,0
20172,2006-09-27,4,19742,23,1
20180,2006-09-27,6,17464,8,0
20194,2006-09-27,7,10745,5,0
20195,2006-09-27,7,11486,6,0
20196,2006-09-27,7,12182,1,0
20197,2006-09-27,7,13401,8,0
20198,2006-09-27,7,14383,2,0
20199,2006-09-27,7,15169,167,1
20200,2006-09-27,7,17225,7,0
20201,2006-09-27,7,18924,47,1
20233,2006-09-27,8,10532,5,0
20234,2006-09-27,8,10755,43,1
20235,2006-09-27,8,10763,8,0
20236,2006-09-27,8,10910,4,0
20237,2006-09-27,8,11486,44,1
20238,2006-09-27,8,12168,1,0
20239,2006-09-27,8,12222,2,0
20240,2006-09-27,8,13680,7,0
20241,2006-09-27,8,13749,1,0
20242,2006-09-27,8,13894,3,0
20243,2006-09-27,8,14780,7,0
20244,2006-09-27,8,15169,428,1
20245,2006-09-27,8,16509,4,0
20246,2006-09-27,8,16805,3,0
20247,2006-09-27,8,17225,1,0
20264,2006-09-27,9,11922,1,0
20265,2006-09-27,9,15169,15,1
20266,2006-09-27,9,16667,3,0
20293,2006-09-28,0,10532,1,0
20294,2006-09-28,0,10912,1,0
20295,2006-09-28,0,13462,21,1
20296,2006-09-28,0,13749,1,0
20297,2006-09-28,0,13867,1,0
20298,2006-09-28,0,15083,1,0
20299,2006-09-28,0,15180,1,0
20328,2006-09-28,2,11414,13,1
20329,2006-09-28,2,11442,6,0
20330,2006-09-28,2,11840,1,0
20331,2006-09-28,2,12578,46,1
20332,2006-09-28,2,13749,1,0
20333,2006-09-28,2,19918,1552,1
20355,2006-09-28,4,14778,2,0
20375,2006-09-28,7,12182,9,0
20376,2006-09-28,7,13401,6,0
20377,2006-09-28,7,15169,21,1
20378,2006-09-28,7,15216,1,0
20379,2006-09-28,7,17225,11,1
20380,2006-09-28,7,18924,48,1
20381,2006-09-28,7,19647,1,0
20398,2006-09-28,8,10933,1,0
20399,2006-09-28,8,11643,1,0
20400,2006-09-28,8,12168,1,0
20401,2006-09-28,8,15169,313,1
20402,2006-09-28,8,16805,3,0
20424,2006-09-28,9,10532,1,0
20425,2006-09-28,9,10794,88,1
20426,2006-09-28,9,12168,5,0
20427,2006-09-28,9,12179,1,0
20428,2006-09-28,9,12182,1,0
20429,2006-09-28,9,14829,2,0
20430,2006-09-28,9,15169,558,1
20431,2006-09-28,9,16509,16,1
20463,2006-09-29,0,10796,1,0
20464,2006-09-29,0,11351,502,1
20465,2006-09-29,0,11426,1,0
20466,2006-09-29,0,13462,24,1
20467,2006-09-29,0,13867,1,0
20468,2006-09-29,0,14501,1,0
20469,2006-09-29,0,14576,1,0
20470,2006-09-29,0,15083,1,0
20471,2006-09-29,0,15802,1,0
20472,2006-09-29,0,17228,1,0
20473,2006-09-29,0,19262,2,0
20498,2006-09-29,2,11351,4,0
20499,2006-09-29,2,11414,3,0
20500,2006-09-29,2,14425,2,0
20501,2006-09-29,2,18566,3,0
20502,2006-09-29,2,19918,429,1
20523,2006-09-29,4,11351,4,0
20524,2006-09-29,4,11745,1,0
20525,2006-09-29,4,14778,8,0
20544,2006-09-29,7,14780,3,0
20545,2006-09-29,7,15169,43,1
20546,2006-09-29,7,18924,48,1
20574,2006-09-29,8,10755,3,0
20575,2006-09-29,8,10823,4,0
20576,2006-09-29,8,11486,4,0
20577,2006-09-29,8,12168,5,0
20578,2006-09-29,8,12222,1,0
20579,2006-09-29,8,14501,500,1
20580,2006-09-29,8,14743,3,0
20581,2006-09-29,8,15169,451,1
20582,2006-09-29,8,16429,5,0
20583,2006-09-29,8,16509,2,0
20584,2006-09-29,8,19916,7902,1
20614,2006-09-30,0,10439,1376,1
20615,2006-09-30,0,10738,1,0
20616,2006-09-30,0,10796,2,0
20617,2006-09-30,0,11351,696,1
20618,2006-09-30,0,11398,1,0
20619,2006-09-30,0,13462,16,1
20620,2006-09-30,0,13768,1,0
20621,2006-09-30,0,13867,1,0
20622,2006-09-30,0,16755,1,0
20623,2006-09-30,0,17228,1,0
20624,2006-09-30,0,17444,1,0
20625,2006-09-30,0,18876,1,0
20626,2006-09-30,0,19262,1,0
20658,2006-09-30,2,10439,1199,1
20659,2006-09-30,2,10763,2,0
20660,2006-09-30,2,11351,855,1
20661,2006-09-30,2,11414,1,0
20662,2006-09-30,2,11486,2,0
20663,2006-09-30,2,12322,1,0
20664,2006-09-30,2,13867,15,1
20665,2006-09-30,2,14173,1,0
20666,2006-09-30,2,14743,2,0
20667,2006-09-30,2,14779,1,0
20668,2006-09-30,2,15169,6,0
20669,2006-09-30,2,15180,1,0
20670,2006-09-30,2,17233,1,0
20671,2006-09-30,2,17444,1,0
20672,2006-09-30,2,17964,18,1
20673,2006-09-30,2,19875,159,1
20674,2006-09-30,2,19918,150,1
20702,2006-09-30,4,10439,209,1
20703,2006-09-30,4,11351,855,1
20704,2006-09-30,4,14778,8,0
20705,2006-09-30,4,15180,1,0
20714,2006-09-30,7,14425,50,1
20715,2006-09-30,7,18924,48,1
20759,2006-09-30,8,10439,1831,1
20760,2006-09-30,8,10763,2,0
20761,2006-09-30,8,10910,2,0
20762,2006-09-30,8,10933,5,0
20763,2006-09-30,8,11427,7,0
20764,2006-09-30,8,12168,1,0
20765,2006-09-30,8,13409,4,0
20766,2006-09-30,8,13609,3,0
20767,2006-09-30,8,13649,1,0
20768,2006-09-30,8,13749,15,1
20769,2006-09-30,8,13768,1,0
20770,2006-09-30,8,14131,1,0
20771,2006-09-30,8,15065,2,0
20772,2006-09-30,8,15169,594,1
20773,2006-09-30,8,15270,2,0
20774,2006-09-30,8,16805,1,0
20775,2006-09-30,8,17225,1,0
20776,2006-09-30,8,18588,4,0
20777,2006-09-30,8,19024,1,0
28,2006-07-01,0,20258,1,0
29,2006-07-01,0,20299,1,0
30,2006-07-01,0,20685,1,0
31,2006-07-01,0,21003,1,0
32,2006-07-01,0,24915,2,0
33,2006-07-01,0,29571,1,0
53,2006-07-01,1,24915,1,0
65,2006-07-01,2,29863,4,0
77,2006-07-01,3,24915,2,0
87,2006-07-01,4,24915,1,0
100,2006-07-01,5,24915,1,0
134,2006-07-01,7,21844,26,1
135,2006-07-01,7,22277,5,0
136,2006-07-01,7,22822,2,0
137,2006-07-01,7,25969,6,1
138,2006-07-01,7,26085,5,0
139,2006-07-01,7,26101,15,1
140,2006-07-01,7,26229,16,1
141,2006-07-01,7,29720,8,1
177,2006-07-01,8,21844,1,0
178,2006-07-01,8,22205,4,0
179,2006-07-01,8,22822,8,1
180,2006-07-01,8,22982,4,0
181,2006-07-01,8,27357,2,0
215,2006-07-01,9,22758,4,0
216,2006-07-01,9,26101,89,1
245,2006-07-02,0,20401,1,0
246,2006-07-02,0,22909,1,0
247,2006-07-02,0,24093,2,0
248,2006-07-02,0,26085,1,0
249,2006-07-02,0,26101,1,0
250,2006-07-02,0,28573,1,0
286,2006-07-02,1,22773,1,0
304,2006-07-02,2,29863,4,0
320,2006-07-02,4,29895,413,1
397,2006-07-03,0,26085,3,0
398,2006-07-03,0,26101,2,0
445,2006-07-03,1,20676,2,0
446,2006-07-03,1,22773,1,0
471,2006-07-03,2,29863,8,1
494,2006-07-03,4,22855,34,1
519,2006-07-03,5,21844,1,0
520,2006-07-03,5,22781,1,0
521,2006-07-03,5,26085,1,0
522,2006-07-03,5,26101,2,0
523,2006-07-03,5,26201,1,0
538,2006-07-03,6,23844,1,0
576,2006-07-03,7,21844,46,1
577,2006-07-03,7,23352,4,0
578,2006-07-03,7,25751,7,1
606,2006-07-03,8,22822,14,1
607,2006-07-03,8,23123,3,0
649,2006-07-03,9,20461,6,1
679,2006-07-04,0,20172,1,0
680,2006-07-04,0,22291,2,0
681,2006-07-04,0,22773,1,0
682,2006-07-04,0,22909,1,0
683,2006-07-04,0,23520,1,0
684,2006-07-04,0,26085,3,0
685,2006-07-04,0,27262,1,0
728,2006-07-04,1,20115,2,0
729,2006-07-04,1,22773,1,0
747,2006-07-04,2,29863,8,1
761,2006-07-04,3,27699,2,0
769,2006-07-04,4,20001,14,1
770,2006-07-04,4,29895,28,1
791,2006-07-04,5,27699,2,0
808,2006-07-04,6,27699,4,0
827,2006-07-04,7,21568,7,1
828,2006-07-04,7,21844,3,0
829,2006-07-04,7,22758,2,0
830,2006-07-04,7,25751,1,0
831,2006-07-04,7,27699,1,0
832,2006-07-04,7,29668,1,0
869,2006-07-04,8,22205,1,0
870,2006-07-04,8,22822,2,0
871,2006-07-04,8,22982,1,0
872,2006-07-04,8,27357,2,0
916,2006-07-05,0,20401,1,0
917,2006-07-05,0,21864,1,0
918,2006-07-05,0,26085,1,0
919,2006-07-05,0,27715,1,0
920,2006-07-05,0,29571,4,0
955,2006-07-05,1,24086,2,0
956,2006-07-05,1,27645,1,0
957,2006-07-05,1,27715,10,1
980,2006-07-05,2,21840,1,0
981,2006-07-05,2,29863,12,1
992,2006-07-05,3,27715,2,0
1002,2006-07-05,4,22855,28,1
1003,2006-07-05,4,27715,10,1
1020,2006-07-05,5,27715,1,0
1032,2006-07-05,6,27715,2,0
1051,2006-07-05,7,21844,11,1
1052,2006-07-05,7,26711,3,0
1092,2006-07-05,8,21844,2,0
1093,2006-07-05,8,26101,30,1
1094,2006-07-05,8,26228,4,0
1095,2006-07-05,8,29720,6,1
1152,2006-07-05,9,20021,4,0
1153,2006-07-05,9,22373,14,1
1154,2006-07-05,9,22958,52,1
1155,2006-07-05,9,25737,8,1
1156,2006-07-05,9,26914,2,0
1157,2006-07-05,9,29960,1,0
1201,2006-07-06,0,20115,1,0
1202,2006-07-06,0,22291,1,0
1203,2006-07-06,0,23404,1,0
1204,2006-07-06,0,23771,1,0
1205,2006-07-06,0,26085,2,0
1206,2006-07-06,0,26101,3,0
1207,2006-07-06,0,26831,1,0
1208,2006-07-06,0,27364,1,0
1244,2006-07-06,1,20773,8,1
1245,2006-07-06,1,22011,1,0
1246,2006-07-06,1,25956,2,0
1270,2006-07-06,2,25767,5,0
1271,2006-07-06,2,29863,2,0
1280,2006-07-06,3,20773,2,0
1281,2006-07-06,3,25956,5,0
1289,2006-07-06,4,20773,3,0
1290,2006-07-06,4,22855,28,1
1304,2006-07-06,5,20773,2,0
1305,2006-07-06,5,25956,2,0
1316,2006-07-06,6,20773,2,0
1317,2006-07-06,6,25956,2,0
1344,2006-07-06,7,21844,20,1
1345,2006-07-06,7,22822,1,0
1346,2006-07-06,7,23504,2,0
1347,2006-07-06,7,25751,2,0
1372,2006-07-06,8,24587,1,0
1407,2006-07-06,9,23516,1,0
1408,2006-07-06,9,26062,8,1
1409,2006-07-06,9,26101,29,1
1410,2006-07-06,9,26201,8,1
1411,2006-07-06,9,26228,1,0
1412,2006-07-06,9,26978,4,0
1413,2006-07-06,9,29960,1,0
1457,2006-07-07,0,21844,1,0
1458,2006-07-07,0,25973,1,0
1459,2006-07-07,0,26085,1,0
1460,2006-07-07,0,26101,3,0
1461,2006-07-07,0,26831,1,0
1462,2006-07-07,0,27699,1,0
1491,2006-07-07,1,20773,12,1
1492,2006-07-07,1,25847,2,0
1518,2006-07-07,2,29863,4,0
1531,2006-07-07,4,22855,28,1
1578,2006-07-07,7,21844,33,1
1579,2006-07-07,7,22152,2,0
1580,2006-07-07,7,23504,1,0
1593,2006-07-07,8,22152,1,0
1594,2006-07-07,8,23719,1,0
1618,2006-07-07,9,20461,7,1
1619,2006-07-07,9,21945,19,1
1620,2006-07-07,9,25751,1,0
1621,2006-07-07,9,26101,312,1
1622,2006-07-07,9,29748,2,0
1652,2006-07-08,0,20258,1,0
1653,2006-07-08,0,22927,1,0
1654,2006-07-08,0,25074,2,0
1655,2006-07-08,0,25310,1,0
1656,2006-07-08,0,27357,1,0
1657,2006-07-08,0,27696,55,1
1658,2006-07-08,0,28573,1,0
1681,2006-07-08,1,20773,8,1
1682,2006-07-08,1,25074,7,1
1683,2006-07-08,1,25847,20,1
1684,2006-07-08,1,27696,749,1
1700,2006-07-08,2,27431,1,0
1701,2006-07-08,2,27596,2,0
1702,2006-07-08,2,27696,14,1
1703,2006-07-08,2,29863,4,0
1717,2006-07-08,3,25074,1,0
1718,2006-07-08,3,27696,1,0
1727,2006-07-08,4,25074,7,1
1728,2006-07-08,4,27696,119,1
1745,2006-07-08,5,25074,2,0
1746,2006-07-08,5,27696,2,0
1754,2006-07-08,6,25074,2,0
1755,2006-07-08,6,27696,1,0
1786,2006-07-08,7,21568,21,1
1787,2006-07-08,7,21844,36,1
1788,2006-07-08,7,22758,7,1
1789,2006-07-08,7,25751,3,0
1790,2006-07-08,7,26101,1,0
1818,2006-07-08,8,22489,3,0
1819,2006-07-08,8,23719,8,1
1841,2006-07-08,9,26101,118,1
1868,2006-07-09,0,22909,1,0
1869,2006-07-09,0,27364,1,0
1870,2006-07-09,0,27699,3,0
1871,2006-07-09,0,29032,2,0
1903,2006-07-09,1,25847,1,0
1918,2006-07-09,2,27596,2,0
1919,2006-07-09,2,29863,8,1
1931,2006-07-09,3,20718,4,0
1932,2006-07-09,3,21522,1,0
1937,2006-07-09,4,29895,18,1
1956,2006-07-09,5,20718,5,0
1957,2006-07-09,5,21522,2,0
1977,2006-07-09,7,20718,4,0
1978,2006-07-09,7,21844,1,0
2024,2006-07-10,0,20231,1,0
2025,2006-07-10,0,21570,1,0
2026,2006-07-10,0,22291,1,0
2027,2006-07-10,0,24940,2,0
2028,2006-07-10,0,26101,2,0
2029,2006-07-10,0,26496,1,0
2030,2006-07-10,0,27699,1,0
2062,2006-07-10,1,20401,1,0
2063,2006-07-10,1,24940,1,0
2064,2006-07-10,1,25847,9,1
2101,2006-07-10,3,20401,1,0
2102,2006-07-10,3,24940,2,0
2112,2006-07-10,4,22855,14,1
2113,2006-07-10,4,24940,1,0
2130,2006-07-10,5,20401,1,0
2131,2006-07-10,5,24940,1,0
2145,2006-07-10,6,20401,2,0
2146,2006-07-10,6,24940,2,0
2159,2006-07-10,7,21844,10,1
2168,2006-07-10,8,27810,64,1
2225,2006-07-10,9,20021,2,0
2226,2006-07-10,9,20461,27,1
2227,2006-07-10,9,21844,4,0
2228,2006-07-10,9,25751,5,0
2229,2006-07-10,9,26108,2,0
2230,2006-07-10,9,29720,5,0
2231,2006-07-10,9,29960,1,0
2272,2006-07-11,0,20001,1,0
2273,2006-07-11,0,22869,1,0
2274,2006-07-11,0,24651,1,0
2275,2006-07-11,0,26831,1,0
2276,2006-07-11,0,26904,1,0
2277,2006-07-11,0,29717,1,0
2312,2006-07-11,1,24376,2,0
2313,2006-07-11,1,25847,9,1
2332,2006-07-11,2,22625,1,0
2333,2006-07-11,2,29863,8,1
2352,2006-07-11,4,22855,16,1
2409,2006-07-11,7,21844,12,1
2461,2006-07-11,9,21844,2,0
2462,2006-07-11,9,22373,3,0
2463,2006-07-11,9,25108,32,1
2464,2006-07-11,9,25751,1,0
2465,2006-07-11,9,26101,2,0
2466,2006-07-11,9,26496,1,0
2467,2006-07-11,9,29668,1,0
2468,2006-07-11,9,29960,1,0
2516,2006-07-12,0,20214,1,0
2517,2006-07-12,0,22381,1,0
2518,2006-07-12,0,23404,1,0
2519,2006-07-12,0,24863,1,0
2520,2006-07-12,0,27699,2,0
2521,2006-07-12,0,29717,4,0
2549,2006-07-12,1,20214,4,0
2550,2006-07-12,1,20473,1,0
2551,2006-07-12,1,21840,2,0
2552,2006-07-12,1,24376,2,0
2583,2006-07-12,3,21840,1,0
2590,2006-07-12,4,22855,14,1
2591,2006-07-12,4,29895,3,0
2605,2006-07-12,5,21840,2,0
2616,2006-07-12,6,21840,1,0
2629,2006-07-12,7,21844,7,1
2649,2006-07-12,9,20021,6,1
2700,2006-07-13,0,21220,2,0
2701,2006-07-13,0,22927,1,0
2702,2006-07-13,0,24863,1,0
2703,2006-07-13,0,26101,1,0
2704,2006-07-13,0,27699,1,0
2705,2006-07-13,0,29405,1,0
2706,2006-07-13,0,29717,4,0
2743,2006-07-13,1,20214,1,0
2744,2006-07-13,1,20825,3,0
2745,2006-07-13,1,23724,2,0
2746,2006-07-13,1,29895,1,0
2765,2006-07-13,2,29863,4,0
2788,2006-07-13,4,22855,14,1
2789,2006-07-13,4,29895,14,1
2853,2006-07-13,7,20401,1,0
2854,2006-07-13,7,21844,22,1
2855,2006-07-13,7,25786,5,0
2916,2006-07-14,0,22205,1,0
2917,2006-07-14,0,26085,5,0
2918,2006-07-14,0,26101,6,1
2919,2006-07-14,0,26831,1,0
2920,2006-07-14,0,27364,1,0
2921,2006-07-14,0,27699,1,0
2922,2006-07-14,0,28573,1,0
2923,2006-07-14,0,29933,1,0
2924,2006-07-14,0,29975,1,0
2956,2006-07-14,1,21844,2,0
2957,2006-07-14,1,23724,6,1
2958,2006-07-14,1,26627,1,0
2959,2006-07-14,1,29208,1,0
2976,2006-07-14,2,29863,8,1
2988,2006-07-14,3,23724,2,0
2993,2006-07-14,4,22855,14,1
2994,2006-07-14,4,29895,14,1
3006,2006-07-14,5,22822,4,0
3007,2006-07-14,5,23724,3,0
3017,2006-07-14,6,23724,4,0
3055,2006-07-14,7,21844,43,1
3056,2006-07-14,7,25751,2,0
3057,2006-07-14,7,26458,11,1
3058,2006-07-14,7,29720,2,0
3107,2006-07-15,0,20258,1,0
3108,2006-07-15,0,23106,1,0
3109,2006-07-15,0,24867,30,1
3110,2006-07-15,0,25653,1,0
3111,2006-07-15,0,26085,7,1
3112,2006-07-15,0,26101,4,0
3113,2006-07-15,0,26347,2,0
3114,2006-07-15,0,27357,1,0
3115,2006-07-15,0,27699,2,0
3116,2006-07-15,0,28573,1,0
3166,2006-07-15,1,21599,2,0
3167,2006-07-15,1,23342,3,0
3185,2006-07-15,2,26803,7,1
3186,2006-07-15,2,29863,8,1
3231,2006-07-15,5,23724,1,0
3232,2006-07-15,5,24138,1,0
3297,2006-07-16,0,26085,7,1
3298,2006-07-16,0,26101,4,0
3299,2006-07-16,0,27699,1,0
3341,2006-07-16,1,21309,2,0
3342,2006-07-16,1,21803,1,0
3446,2006-07-16,7,21844,24,1
3447,2006-07-16,7,25751,2,0
3501,2006-07-17,0,24783,1,0
3502,2006-07-17,0,26085,1,0
3537,2006-07-17,1,21565,1,0
3560,2006-07-17,2,29863,4,0
3590,2006-07-17,4,22855,14,1
3642,2006-07-17,7,21844,5,0
3643,2006-07-17,7,25867,7,1
3699,2006-07-18,0,21844,1,0
3700,2006-07-18,0,24851,4,0
3701,2006-07-18,0,26347,1,0
3702,2006-07-18,0,27699,2,0
3703,2006-07-18,0,28753,1,0
3704,2006-07-18,0,29717,1,0
3728,2006-07-18,1,21844,13,1
3729,2006-07-18,1,24851,2,0
3730,2006-07-18,1,25532,1,0
3731,2006-07-18,1,28753,842,1
3754,2006-07-18,2,28753,792,1
3755,2006-07-18,2,29863,4,0
3766,2006-07-18,3,21844,1,0
3767,2006-07-18,3,24851,4,0
3768,2006-07-18,3,28753,3,0
3776,2006-07-18,4,21844,13,1
3777,2006-07-18,4,22855,30,1
3778,2006-07-18,4,24851,2,0
3779,2006-07-18,4,28753,849,1
3780,2006-07-18,4,29895,30,1
3791,2006-07-18,5,21844,1,0
3792,2006-07-18,5,24851,4,0
3793,2006-07-18,5,28753,2,0
3801,2006-07-18,6,21844,2,0
3802,2006-07-18,6,24851,4,0
3803,2006-07-18,6,28753,3,0
3834,2006-07-18,7,21844,23,1
3835,2006-07-18,7,22277,4,0
3836,2006-07-18,7,25786,1,0
3837,2006-07-18,7,29720,2,0
3892,2006-07-18,9,21844,2,0
3893,2006-07-18,9,22277,2,0
3894,2006-07-18,9,23010,2,0
3895,2006-07-18,9,26101,12,1
3896,2006-07-18,9,26228,2,0
3897,2006-07-18,9,29720,3,0
3936,2006-07-19,0,20214,1,0
3937,2006-07-19,0,20773,1,0
3938,2006-07-19,0,22047,1,0
3939,2006-07-19,0,22909,1,0
3940,2006-07-19,0,23606,1,0
3941,2006-07-19,0,23771,1,0
3942,2006-07-19,0,26831,1,0
3943,2006-07-19,0,27699,2,0
3944,2006-07-19,0,27810,1,0
3976,2006-07-19,1,22773,2,0
3977,2006-07-19,1,23606,1,0
3978,2006-07-19,1,25532,1,0
3979,2006-07-19,1,27810,2,0
4002,2006-07-19,2,23606,1,0
4003,2006-07-19,2,27596,2,0
4004,2006-07-19,2,27810,7,1
4005,2006-07-19,2,29863,4,0
4030,2006-07-19,4,22855,15,1
4031,2006-07-19,4,23606,1,0
4032,2006-07-19,4,29895,15,1
4059,2006-07-19,6,23606,1,0
4086,2006-07-19,7,21844,15,1
4087,2006-07-19,7,22822,5,0
4088,2006-07-19,7,26101,10,1
4155,2006-07-19,9,20461,6,1
4156,2006-07-19,9,21840,1,0
4157,2006-07-19,9,22277,2,0
4158,2006-07-19,9,22527,3,0
4159,2006-07-19,9,22758,3,0
4160,2006-07-19,9,22822,1,0
4161,2006-07-19,9,22883,1,0
4162,2006-07-19,9,25751,7,1
4163,2006-07-19,9,25897,1,0
4164,2006-07-19,9,26101,104,1
4165,2006-07-19,9,27357,36,1
4166,2006-07-19,9,29873,10,1
4213,2006-07-20,0,20685,1,0
4214,2006-07-20,0,25074,1,0
4215,2006-07-20,0,27699,1,0
4245,2006-07-20,1,25074,10,1
4246,2006-07-20,1,28573,2,0
4264,2006-07-20,2,29863,4,0
4277,2006-07-20,3,25074,1,0
4283,2006-07-20,4,22855,15,1
4284,2006-07-20,4,25074,12,1
4296,2006-07-20,5,25074,1,0
4303,2006-07-20,6,25074,2,0
4333,2006-07-20,7,21844,21,1
4334,2006-07-20,7,22205,6,1
4335,2006-07-20,7,22822,24,1
4336,2006-07-20,7,22982,6,1
4337,2006-07-20,7,26347,3,0
4338,2006-07-20,7,27357,4,0
4371,2006-07-20,9,20461,6,1
4372,2006-07-20,9,25751,4,0
4373,2006-07-20,9,26228,2,0
4417,2006-07-21,0,20401,1,0
4418,2006-07-21,0,22291,1,0
4419,2006-07-21,0,26831,1,0
4474,2006-07-21,1,21844,2,0
4475,2006-07-21,1,22291,1,0
4476,2006-07-21,1,22689,1,0
4477,2006-07-21,1,29571,2,0
4499,2006-07-21,2,27596,2,0
4500,2006-07-21,2,29863,8,1
4531,2006-07-21,4,22855,30,1
4532,2006-07-21,4,29895,94,1
4657,2006-07-21,9,21840,1,0
4658,2006-07-21,9,21844,42,1
4659,2006-07-21,9,23342,5,0
4660,2006-07-21,9,23393,2,0
4661,2006-07-21,9,25751,52,1
4662,2006-07-21,9,25897,4,0
4663,2006-07-21,9,25973,2,0
4664,2006-07-21,9,26062,93,1
4665,2006-07-21,9,26085,4,0
4666,2006-07-21,9,26101,99,1
4667,2006-07-21,9,26914,2,0
4668,2006-07-21,9,27557,2,0
4669,2006-07-21,9,29699,1,0
4670,2006-07-21,9,29802,2,0
4671,2006-07-21,9,29960,5,0
4672,2006-07-21,9,29973,1,0
4717,2006-07-22,0,20001,1,0
4718,2006-07-22,0,20258,1,0
4719,2006-07-22,0,22927,1,0
4720,2006-07-22,0,26101,1,0
4721,2006-07-22,0,27183,1,0
4722,2006-07-22,0,27699,1,0
4768,2006-07-22,1,26010,4,0
4769,2006-07-22,1,26627,1,0
4770,2006-07-22,1,27183,1,0
4798,2006-07-22,2,27183,1,0
4799,2006-07-22,2,29863,16,1
4824,2006-07-22,3,27183,2,0
4840,2006-07-22,4,27183,1,0
4841,2006-07-22,4,29895,4,0
4878,2006-07-22,5,21844,1,0
4879,2006-07-22,5,22781,1,0
4880,2006-07-22,5,26085,2,0
4881,2006-07-22,5,26101,28,1
4882,2006-07-22,5,26201,1,0
4883,2006-07-22,5,27183,1,0
4904,2006-07-22,6,27183,1,0
4951,2006-07-23,0,21844,1,0
4952,2006-07-23,0,26085,1,0
4953,2006-07-23,0,26101,2,0
4954,2006-07-23,0,26277,1,0
4955,2006-07-23,0,27357,1,0
5000,2006-07-23,1,20115,2,0
5001,2006-07-23,1,20932,1,0
5002,2006-07-23,1,21844,5,0
5003,2006-07-23,1,23724,2,0
5004,2006-07-23,1,26277,1,0
5005,2006-07-23,1,26627,1,0
5025,2006-07-23,2,21844,1,0
5026,2006-07-23,2,26277,1,0
5027,2006-07-23,2,27596,2,0
5028,2006-07-23,2,29863,4,0
5048,2006-07-23,3,20115,2,0
5049,2006-07-23,3,21844,5,0
5050,2006-07-23,3,26277,2,0
5060,2006-07-23,4,21844,1,0
5061,2006-07-23,4,26277,1,0
5062,2006-07-23,4,29895,8,1
5110,2006-07-23,5,20115,2,0
5111,2006-07-23,5,21568,3,0
5112,2006-07-23,5,21844,120,1
5113,2006-07-23,5,22781,3,0
5114,2006-07-23,5,23719,7,1
5115,2006-07-23,5,25751,9,1
5116,2006-07-23,5,26085,15,1
5117,2006-07-23,5,26101,107,1
5118,2006-07-23,5,26201,3,0
5119,2006-07-23,5,26277,1,0
5138,2006-07-23,6,20115,2,0
5139,2006-07-23,6,21844,6,1
5140,2006-07-23,6,26277,2,0
5153,2006-07-23,7,21844,2,0
5198,2006-07-23,8,21844,1,0
5199,2006-07-23,8,22205,6,1
5200,2006-07-23,8,22822,12,1
5201,2006-07-23,8,22982,6,1
5202,2006-07-23,8,23342,2,0
5203,2006-07-23,8,26367,849,1
5204,2006-07-23,8,26496,27,1
5205,2006-07-23,8,27357,2,0
5206,2006-07-23,8,29720,2,0
5253,2006-07-24,0,21502,1,0
5254,2006-07-24,0,22291,6,1
5255,2006-07-24,0,22909,1,0
5256,2006-07-24,0,25369,323,1
5257,2006-07-24,0,27699,3,0
5307,2006-07-24,1,22773,1,0
5308,2006-07-24,1,23248,2,0
5309,2006-07-24,1,25369,323,1
5310,2006-07-24,1,27699,2,0
5347,2006-07-24,2,25369,323,1
5348,2006-07-24,2,27699,2,0
5349,2006-07-24,2,29863,16,1
5373,2006-07-24,3,25369,2,0
5374,2006-07-24,3,27699,1,0
5389,2006-07-24,4,22855,30,1
5390,2006-07-24,4,25369,323,1
5417,2006-07-24,5,25369,1,0
5418,2006-07-24,5,27699,1,0
5438,2006-07-24,6,25369,4,0
5439,2006-07-24,6,27699,1,0
5474,2006-07-24,8,26496,1,0
5475,2006-07-24,8,29863,2014,1
5534,2006-07-24,9,21792,6,1
5535,2006-07-24,9,22205,1,0
5536,2006-07-24,9,22277,2,0
5537,2006-07-24,9,22903,2,0
5538,2006-07-24,9,25751,2,0
5539,2006-07-24,9,26062,8,1
5540,2006-07-24,9,29854,6,1
5587,2006-07-25,0,20231,1,0
5588,2006-07-25,0,21687,1,0
5589,2006-07-25,0,22653,13,1
5590,2006-07-25,0,23500,1,0
5591,2006-07-25,0,26592,3,0
5592,2006-07-25,0,27229,1,0
5641,2006-07-25,1,22653,1,0
5642,2006-07-25,1,23674,2,0
5643,2006-07-25,1,24900,1,0
5644,2006-07-25,1,26439,1,0
5645,2006-07-25,1,27699,2,0
